"","gene_id","gene_name","gene_length"
"1303996","ENSMUSG00000047509","Gm6776",900
"1303999","ENSMUSG00000047511","Olfr1396",4247
"1304040","ENSMUSG00000047514","Tspyl1",3086
"1304048","ENSMUSG00000047515","BC049715",6462
"1304083","ENSMUSG00000047517","Dmbt1",7718
"1304396","ENSMUSG00000047518","Slfnl1",1762
"1304412","ENSMUSG00000047528","Flacc1",3396
"1304559","ENSMUSG00000047531","Rtp2",2674
"1304580","ENSMUSG00000047534","Mis18bp1",7990
"1304683","ENSMUSG00000047535","Olfr67",3851
"1304693","ENSMUSG00000047539","Fbxo28",5318
"1304751","ENSMUSG00000047544","Olfr616",1698
"1304775","ENSMUSG00000047545","Olfr629",2637
"1304801","ENSMUSG00000047547","Cltb",4868
"1304848","ENSMUSG00000047554","Tmem41b",5872
"1304967","ENSMUSG00000047557","Lxn",1508
"1304994","ENSMUSG00000047562","Mmp10",1722
"1305020","ENSMUSG00000047564","Krtap3-1",604
"1305028","ENSMUSG00000047565","Acot10",1537
"1305036","ENSMUSG00000047583","Tyw3",4499
"1305084","ENSMUSG00000047586","Nccrp1",1531
"1305119","ENSMUSG00000047591","Mafa",2739
"1305127","ENSMUSG00000047592","Nxpe5",4473
"1305205","ENSMUSG00000047594","Olfr1122",5036
"1305222","ENSMUSG00000047603","Zfp235",6025
"1305262","ENSMUSG00000047604","Frat2",2161
"1305270","ENSMUSG00000047606","Ankrd34c",5487
"1305289","ENSMUSG00000047613","A430005L14Rik",1552
"1305346","ENSMUSG00000047617","Paxx",2066
"1305435","ENSMUSG00000047619","Ddi1",7114
"1305443","ENSMUSG00000047626","Olfr791",2502
"1305460","ENSMUSG00000047631","Apof",1932
"1305479","ENSMUSG00000047632","Fgfbp3",1772
"1305498","ENSMUSG00000047635","2810006K23Rik",2873
"1305519","ENSMUSG00000047636","Cdcp2",3117
"1305548","ENSMUSG00000047638","Nr1h4",2303
"1305620","ENSMUSG00000047641","Krt87",2278
"1305644","ENSMUSG00000047642","D930020B18Rik",3622
"1305751","ENSMUSG00000047643","Gm5454",1453
"1305754","ENSMUSG00000047648","Fbxo30",5197
"1305777","ENSMUSG00000047649","Cd3eap",2492
"1305792","ENSMUSG00000047652","Pea15b",571
"1305797","ENSMUSG00000047654","Tssk6",1335
"1305805","ENSMUSG00000047655","Vmn1r74",6608
"1305820","ENSMUSG00000047656","Trpt1",1144
"1305847","ENSMUSG00000047657","Crry-ps",1309
"1305850","ENSMUSG00000047658","Gal3st3",2421
"1305862","ENSMUSG00000047661","1600012P17Rik",2592
"1305871","ENSMUSG00000047667","Olfr26",931
"1305878","ENSMUSG00000047669","Msl3l2",2140
"1305891","ENSMUSG00000047671","Tctex1d4",1111
"1305921","ENSMUSG00000047674","Pdha2",2352
"1305929","ENSMUSG00000047675","Rps8",1726
"1305966","ENSMUSG00000047676","Rpsa-ps10",885
"1305969","ENSMUSG00000047678","Gpr82",2497
"1305983","ENSMUSG00000047686","Rtl3",2948
"1305993","ENSMUSG00000047692","4930533K18Rik",2427
"1306012","ENSMUSG00000047694","Yipf6",7149
"1306092","ENSMUSG00000047696","Ccdc144b",6768
"1306169","ENSMUSG00000047702","Olfr1388",3034
"1306188","ENSMUSG00000047710","Champ1",4040
"1306207","ENSMUSG00000047712","Ust",4626
"1306237","ENSMUSG00000047714","Ppp1r2",4440
"1306270","ENSMUSG00000047716","Olfr736",2485
"1306320","ENSMUSG00000047719","Ubiad1",2992
"1306334","ENSMUSG00000047720","Clec2m",1809
"1306359","ENSMUSG00000047721","Bola2",4398
"1306389","ENSMUSG00000047728","Ly6g2",1588
"1306433","ENSMUSG00000047730","Fcgbp",10497
"1306549","ENSMUSG00000047731","Wbp1l",4463
"1306613","ENSMUSG00000047733","Tmem262",545
"1306632","ENSMUSG00000047735","Samd9l",5427
"1306649","ENSMUSG00000047746","Fbxo40",5517
"1306679","ENSMUSG00000047747","Rnf150",17242
"1306707","ENSMUSG00000047749","Zc3hav1l",6536
"1306721","ENSMUSG00000047751","Utf1",1227
"1306731","ENSMUSG00000047757","Fancb",2956
"1306778","ENSMUSG00000047759","Hs3st3a1",3939
"1306788","ENSMUSG00000047766","Lrrc49",6310
"1307036","ENSMUSG00000047767","Atg16l2",8469
"1307273","ENSMUSG00000047773","Ankfn1",6627
"1307463","ENSMUSG00000047777","Phf13",3205
"1307477","ENSMUSG00000047786","Lix1",3434
"1307506","ENSMUSG00000047787","Flrt1",5872
"1307516","ENSMUSG00000047789","Slc38a9",16704
"1307589","ENSMUSG00000047793","Sned1",9491
"1307723","ENSMUSG00000047794","Olfr685",3326
"1307768","ENSMUSG00000047797","Gjb1",1707
"1307796","ENSMUSG00000047798","Cd300lf",5149
"1307870","ENSMUSG00000047799","Oog4",1981
"1307899","ENSMUSG00000047804","Akap10",6451
"1307991","ENSMUSG00000047807","9330154K18Rik",2104
"1307994","ENSMUSG00000047810","Ccdc88b",5032
"1308108","ENSMUSG00000047819","Tigd4",3459
"1308116","ENSMUSG00000047821","Trim16",4568
"1308180","ENSMUSG00000047822","Angptl8",865
"1308194","ENSMUSG00000047824","Pygo2",3631
"1308231","ENSMUSG00000047828","A730018C14Rik",3599
"1308244","ENSMUSG00000047832","Cdca4",4198
"1308265","ENSMUSG00000047841","Fndc11",1475
"1308286","ENSMUSG00000047842","Diras2",4786
"1308296","ENSMUSG00000047843","Bri3",1648
"1308332","ENSMUSG00000047844","Bex4",837
"1308344","ENSMUSG00000047854","Stx19",2812
"1308354","ENSMUSG00000047861","Foxi1",2357
"1308364","ENSMUSG00000047866","Lonp2",5346
"1308519","ENSMUSG00000047867","Gimap6",3496
"1308554","ENSMUSG00000047868","Olfr770",1896
"1308593","ENSMUSG00000047875","Gpr157",4900
"1308607","ENSMUSG00000047878","A4galt",2278
"1308640","ENSMUSG00000047879","Usp14",8345
"1308754","ENSMUSG00000047880","Cxcr5",3332
"1308798","ENSMUSG00000047881","Rell1",3856
"1308851","ENSMUSG00000047884","Klk9",1476
"1308867","ENSMUSG00000047888","Tnrc6b",23677
"1309007","ENSMUSG00000047889","Serpinb6d",1463
"1309046","ENSMUSG00000047894","Ang2",896
"1309061","ENSMUSG00000047897","Ripply2",735
"1309079","ENSMUSG00000047898","Ccr4",3093
"1309107","ENSMUSG00000047904","Sstr2",2143
"1309135","ENSMUSG00000047905","Gm8566",465
"1309138","ENSMUSG00000047907","Tshz2",7781
"1309180","ENSMUSG00000047909","Ankrd16",5926
"1309291","ENSMUSG00000047910","Pcdhb16",5225
"1309299","ENSMUSG00000047911","Npm2",1036
"1309338","ENSMUSG00000047921","Trappc9",7937
"1309533","ENSMUSG00000047935","Sox1ot",7420
"1309552","ENSMUSG00000047938","4930483J18Rik",1179
"1309560","ENSMUSG00000047940","Stpg2",3017
"1309627","ENSMUSG00000047945","Marcksl1",1605
"1309637","ENSMUSG00000047953","Gp5",2197
"1309647","ENSMUSG00000047959","Kcna3",1902
"1309655","ENSMUSG00000047960","Olfr186",2337
"1309681","ENSMUSG00000047963","Stbd1",2221
"1309711","ENSMUSG00000047965","Rpl9-ps7",579
"1309714","ENSMUSG00000047969","Olfr1093",2240
"1309740","ENSMUSG00000047976","Kcna1",4780
"1309763","ENSMUSG00000047977","Synb",4055
"1309775","ENSMUSG00000047980","Pate5",1135
"1309787","ENSMUSG00000047986","Palm3",3612
"1309818","ENSMUSG00000047988","4933428G20Rik",1425
"1309830","ENSMUSG00000047989","Ino80c",2828
"1309887","ENSMUSG00000047990","C2cd4a",1395
"1309897","ENSMUSG00000047992","Dipk1c",5466
"1309967","ENSMUSG00000047995","Cypt4",629
"1309975","ENSMUSG00000047996","Prrg1",11614
"1310057","ENSMUSG00000048000","Gigyf2",14216
"1310539","ENSMUSG00000048001","Hes5",1363
"1310554","ENSMUSG00000048003","Catsper4",2101
"1310622","ENSMUSG00000048004","Tmem196",4824
"1310690","ENSMUSG00000048007","Timm8a1",1421
"1310700","ENSMUSG00000048012","Zfp473",10037
"1310800","ENSMUSG00000048013","Krt35",2396
"1310826","ENSMUSG00000048015","Neurod4",3345
"1310836","ENSMUSG00000048022","Tmem229a",5157
"1310844","ENSMUSG00000048027","Rgmb",7669
"1310902","ENSMUSG00000048029","Eno4",2570
"1311015","ENSMUSG00000048031","Fcrl5",3480
"1311153","ENSMUSG00000048038","Ccdc187",9827
"1311295","ENSMUSG00000048039","Isg20l2",2893
"1311309","ENSMUSG00000048040","Arxes2",1532
"1311317","ENSMUSG00000048047","Zbtb33",5122
"1311343","ENSMUSG00000048058","Ldlrad3",6023
"1311381","ENSMUSG00000048062","Fpr-rs4",972
"1311387","ENSMUSG00000048065","Cyb5r2",2772
"1311434","ENSMUSG00000048067","Olfr1349",5182
"1311506","ENSMUSG00000048070","Pirt",4200
"1311516","ENSMUSG00000048076","Arf1",2089
"1311547","ENSMUSG00000048077","H1f7",1308
"1311555","ENSMUSG00000048078","Tenm4",21021
"1311828","ENSMUSG00000048080","Olfr731",5600
"1311855","ENSMUSG00000048087","Gm4737",2093
"1311863","ENSMUSG00000048096","Lmod1",3948
"1311875","ENSMUSG00000048100","Taf13",3155
"1311902","ENSMUSG00000048101","Olfr19",1992
"1311919","ENSMUSG00000048106","4632415L05Rik",6148
"1311924","ENSMUSG00000048108","Tmem72",17177
"1311957","ENSMUSG00000048109","Rbm15",7423
"1311969","ENSMUSG00000048118","Arid4a",5615
"1312085","ENSMUSG00000048120","Entpd1",5580
"1312204","ENSMUSG00000048126","Col6a3",11963
"1312526","ENSMUSG00000048138","Dmrt2",2337
"1312540","ENSMUSG00000048142","Nat8l",6670
"1312555","ENSMUSG00000048148","Nwd1",12067
"1312806","ENSMUSG00000048153","Olfr49",5717
"1312823","ENSMUSG00000048154","Kmt2d",19931
"1313097","ENSMUSG00000048155","H2bfm",1052
"1313105","ENSMUSG00000048163","Selplg",4272
"1313145","ENSMUSG00000048164","Gm7204",597
"1313148","ENSMUSG00000048170","Mcmbp",5107
"1313234","ENSMUSG00000048173","Olfr1324",5808
"1313258","ENSMUSG00000048174","Tmem81",2018
"1313275","ENSMUSG00000048175","Asb8",2410
"1313330","ENSMUSG00000048185","Gm7075",425
"1313338","ENSMUSG00000048186","Bend7",4194
"1313410","ENSMUSG00000048188","Gm8181",666
"1313413","ENSMUSG00000048191","Muc6",9361
"1313629","ENSMUSG00000048197","Olfr1153",2150
"1313644","ENSMUSG00000048200","Cracr2b",2764
"1313741","ENSMUSG00000048206","Dnajb8",1411
"1313760","ENSMUSG00000048215","A630023P12Rik",1888
"1313780","ENSMUSG00000048216","Gpr85",4083
"1313814","ENSMUSG00000048217","Nags",2838
"1313846","ENSMUSG00000048218","Amigo2",3163
"1313863","ENSMUSG00000048222","Mfap1b",3362
"1313883","ENSMUSG00000048226","Olfr1212",3636
"1313902","ENSMUSG00000048230","Fbxo43",4035
"1313928","ENSMUSG00000048231","H2-M10.4",1410
"1313959","ENSMUSG00000048232","Fbxo10",4691
"1314014","ENSMUSG00000048234","Rnf149",2838
"1314063","ENSMUSG00000048236","Ovch2",1953
"1314101","ENSMUSG00000048240","Gng7",3786
"1314178","ENSMUSG00000048249","Crebrf",8564
"1314249","ENSMUSG00000048251","Bcl11b",8111
"1314283","ENSMUSG00000048261","Gm4879",1272
"1314286","ENSMUSG00000048264","Dip2c",8235
"1314560","ENSMUSG00000048271","Rbm33",12502
"1314701","ENSMUSG00000048277","Syngr2",1776
"1314771","ENSMUSG00000048279","Sacs",20414
"1314898","ENSMUSG00000048280","Zfp738",15129
"1314964","ENSMUSG00000048281","Dleu7",1536
"1314985","ENSMUSG00000048284","Tas2r126",930
"1314992","ENSMUSG00000048285","Frmd6",6392
"1315056","ENSMUSG00000048292","Olfr1417",3582
"1315078","ENSMUSG00000048294","Krtap4-13",815
"1315086","ENSMUSG00000048299","Olfr148",2775
"1315103","ENSMUSG00000048304","Slitrk3",4848
"1315122","ENSMUSG00000048307","Ankrd46",5221
"1315159","ENSMUSG00000048310","Pskh1",3255
"1315171","ENSMUSG00000048312","Gm4884",2852
"1315183","ENSMUSG00000048316","Gm9823",327
"1315187","ENSMUSG00000048327","Ckap2l",3137
"1315211","ENSMUSG00000048329","Mfsd6l",2060
"1315219","ENSMUSG00000048330","Ric3",8561
"1315279","ENSMUSG00000048332","Lhfp",5108
"1315313","ENSMUSG00000048334","Gm8258",1449
"1315316","ENSMUSG00000048337","Npy4r",3627
"1315326","ENSMUSG00000048347","Pcdhb18",5041
"1315334","ENSMUSG00000048349","Pou4f1",4672
"1315349","ENSMUSG00000048351","Coa7",3851
"1315378","ENSMUSG00000048355","Arxes1",1580
"1315386","ENSMUSG00000048356","Olfr1496",2454
"1315410","ENSMUSG00000048368","Omd",2249
"1315435","ENSMUSG00000048371","Pdp2",5692
"1315445","ENSMUSG00000048373","Fgfbp1",2263
"1315473","ENSMUSG00000048376","F2r",3336
"1315483","ENSMUSG00000048377","Foxi2",2657
"1315502","ENSMUSG00000048378","Olfr1394",3024
"1315517","ENSMUSG00000048379","Socs4",6877
"1315536","ENSMUSG00000048385","Scrt1",4380
"1315557","ENSMUSG00000048387","Osr1",2066
"1315576","ENSMUSG00000048388","Fam171b",5744
"1315601","ENSMUSG00000048391","Olfr843",7509
"1315631","ENSMUSG00000048398","Gm5065",1630
"1315652","ENSMUSG00000048399","Tprg",1837
"1315673","ENSMUSG00000048400","Prss54",1994
"1315731","ENSMUSG00000048402","Gli2",6869
"1315902","ENSMUSG00000048406","B330016D10Rik",1701
"1315907","ENSMUSG00000048410","Zfp407",15170
"1315956","ENSMUSG00000048411","Gm597",2887
"1315966","ENSMUSG00000048416","Mlf1",1719
"1316025","ENSMUSG00000048424","Ranbp3l",6855
"1316105","ENSMUSG00000048425","Olfr686",2842
"1316140","ENSMUSG00000048429","Timm29",3170
"1316150","ENSMUSG00000048439","Nupl2",3768
"1316193","ENSMUSG00000048440","Cyp4f16",3069
"1316361","ENSMUSG00000048442","Smim5",1649
"1316395","ENSMUSG00000048445","Ccdc57",3743
"1316454","ENSMUSG00000048450","Msx1",3097
"1316466","ENSMUSG00000048455","Sprr1b",830
"1316476","ENSMUSG00000048456","Olfr1448",4336
"1316517","ENSMUSG00000048458","Inka2",4781
"1316535","ENSMUSG00000048469","Olfr564",951
"1316541","ENSMUSG00000048473","Sult6b2",2160
"1316578","ENSMUSG00000048478","Spata33",4303
"1316651","ENSMUSG00000048480","Cxcr1",1491
"1316668","ENSMUSG00000048481","Mypop",2655
"1316693","ENSMUSG00000048482","Bdnf",6217
"1316795","ENSMUSG00000048483","Zdhhc22",3651
"1316817","ENSMUSG00000048484","Gm7461",827
"1316820","ENSMUSG00000048485","Zbtb8b",6489
"1316853","ENSMUSG00000048486","Fitm2",3967
"1316863","ENSMUSG00000048489","Depp1",1358
"1316889","ENSMUSG00000048490","Nrip1",11457
"1316949","ENSMUSG00000048495","Tyw5",2808
"1317062","ENSMUSG00000048497","Mmgt2",4898
"1317108","ENSMUSG00000048498","Cd300e",2088
"1317122","ENSMUSG00000048500","Defb15",345
"1317132","ENSMUSG00000048501","Olfr938",1190
"1317140","ENSMUSG00000048502","Duxbl1",4781
"1317207","ENSMUSG00000048503","Tlcd5",3578
"1317243","ENSMUSG00000048516","Adam26a",2489
"1317253","ENSMUSG00000048520","Fbxl13",5439
"1317367","ENSMUSG00000048521","Cxcr6",1931
"1317386","ENSMUSG00000048528","Nkx1-2",3264
"1317396","ENSMUSG00000048534","Jaml",3108
"1317483","ENSMUSG00000048537","Phldb1",7179
"1317934","ENSMUSG00000048538","Gm9826",1299
"1317937","ENSMUSG00000048540","Nhlh2",5417
"1317967","ENSMUSG00000048546","Tob2",6664
"1317991","ENSMUSG00000048550","Thnsl1",4043
"1318043","ENSMUSG00000048559","4930555K19Rik",382
"1318046","ENSMUSG00000048562","Sp8",4558
"1318065","ENSMUSG00000048572","Tmem252",5034
"1318075","ENSMUSG00000048573","Cypt3",675
"1318094","ENSMUSG00000048574","Ccnb1-ps",1287
"1318097","ENSMUSG00000048578","Mlec",6007
"1318118","ENSMUSG00000048581","E130311K13Rik",2398
"1318142","ENSMUSG00000048582","Gja3",2963
"1318159","ENSMUSG00000048583","Igf2",5723
"1318253","ENSMUSG00000048592","Gm5946",2724
"1318259","ENSMUSG00000048600","Gm5763",1530
"1318264","ENSMUSG00000048602","Morc2b",4706
"1318285","ENSMUSG00000048603","Gm9828",2557
"1318300","ENSMUSG00000048612","Myof",12603
"1318784","ENSMUSG00000048616","Nog",1695
"1318792","ENSMUSG00000048617","Rtbdn",3393
"1318859","ENSMUSG00000048620","Olfr1336",6882
"1318873","ENSMUSG00000048621","Gm6377",2795
"1318890","ENSMUSG00000048626","Klf17",2400
"1318902","ENSMUSG00000048628","4930542C16Rik",2157
"1318915","ENSMUSG00000048636","A730049H05Rik",3739
"1318937","ENSMUSG00000048643","Krtap19-9a",166
"1318940","ENSMUSG00000048644","Ctxn1",1212
"1318950","ENSMUSG00000048647","Exd1",6042
"1319022","ENSMUSG00000048652","Samd13",2591
"1319079","ENSMUSG00000048655","Ccdc169",3334
"1319200","ENSMUSG00000048661","Lemd3",4809
"1319265","ENSMUSG00000048668","Rhno1",5000
"1319327","ENSMUSG00000048677","Tpcn2",5256
"1319618","ENSMUSG00000048686","Hmgb4",746
"1319626","ENSMUSG00000048693","Olfr435",2491
"1319643","ENSMUSG00000048696","Mex3d",3266
"1319660","ENSMUSG00000048697","Vmn1r26",4600
"1319703","ENSMUSG00000048699","Krt90",2534
"1319727","ENSMUSG00000048701","Ccdc6",6385
"1319774","ENSMUSG00000048703","Speer4b",2651
"1319804","ENSMUSG00000048706","Lurap1l",3066
"1319814","ENSMUSG00000048707","Tprn",2932
"1319840","ENSMUSG00000048709","Gm8666",292
"1319843","ENSMUSG00000048720","Tbc1d12",4209
"1319902","ENSMUSG00000048721","Fndc9",2290
"1319912","ENSMUSG00000048728","Zfp454",2423
"1319985","ENSMUSG00000048731","Ggnbp1",5705
"1320088","ENSMUSG00000048732","Klhl11",2393
"1320098","ENSMUSG00000048745","Olfr820",4701
"1320124","ENSMUSG00000048747","E130114P18Rik",2046
"1320197","ENSMUSG00000048752","Prss50",1456
"1320222","ENSMUSG00000048755","Mcat",2462
"1320266","ENSMUSG00000048756","Foxo3",7571
"1320324","ENSMUSG00000048758","Rpl29",1126
"1320391","ENSMUSG00000048763","Hoxb3",4251
"1320427","ENSMUSG00000048764","Tmprss11f",6807
"1320462","ENSMUSG00000048766","Skint10",3738
"1320496","ENSMUSG00000048772","Tmem53",1713
"1320551","ENSMUSG00000048775","Serpinb13",1672
"1320594","ENSMUSG00000048776","Pthlh",1619
"1320621","ENSMUSG00000048779","P2ry6",2887
"1320638","ENSMUSG00000048782","Insc",3722
"1320751","ENSMUSG00000048787","Dcun1d3",7838
"1320816","ENSMUSG00000048794","Cfap100",4122
"1320952","ENSMUSG00000048796","Cyb561d1",5086
"1320988","ENSMUSG00000048799","Cep120",6861
"1321100","ENSMUSG00000048806","Ifnb1",750
"1321107","ENSMUSG00000048807","Slc35e4",3063
"1321126","ENSMUSG00000048810","Olfr202",1321
"1321154","ENSMUSG00000048814","Lonrf2",7506
"1321212","ENSMUSG00000048824","Gm568",506
"1321216","ENSMUSG00000048826","Dact2",3379
"1321239","ENSMUSG00000048827","Pkd1l3",7061
"1321497","ENSMUSG00000048830","2310057N15Rik",1028
"1321505","ENSMUSG00000048832","Vps37c",2707
"1321575","ENSMUSG00000048833","Slc39a9",10155
"1321657","ENSMUSG00000048834","Vstm2a",4765
"1321717","ENSMUSG00000048852","Gm12185",5587
"1321743","ENSMUSG00000048856","Slc25a47",2985
"1321789","ENSMUSG00000048865","Arhgap30",8591
"1321844","ENSMUSG00000048874","Phf3",14190
"1321991","ENSMUSG00000048875","Pudp",1592
"1322012","ENSMUSG00000048878","Hexim1",3495
"1322020","ENSMUSG00000048895","Cdk5r1",4162
"1322035","ENSMUSG00000048897","Zfp710",6926
"1322103","ENSMUSG00000048899","Rimkla",4158
"1322124","ENSMUSG00000048904","Neurog1",1686
"1322132","ENSMUSG00000048905","Bnip5",4648
"1322169","ENSMUSG00000048911","Rnf24",6801
"1322241","ENSMUSG00000048915","Efna5",4032
"1322270","ENSMUSG00000048916","Gm5540",1848
"1322273","ENSMUSG00000048919","Olfr223",1776
"1322290","ENSMUSG00000048920","Fkrp",5337
"1322316","ENSMUSG00000048921","Zfp689",3621
"1322341","ENSMUSG00000048922","Cdca2",5715
"1322489","ENSMUSG00000048924","Ccdc125",2469
"1322544","ENSMUSG00000048930","Tada3",3883
"1322636","ENSMUSG00000048933","Olfr722",1640
"1322649","ENSMUSG00000048938","Nr1h5",2835
"1322771","ENSMUSG00000048939","Atp13a5",4661
"1322984","ENSMUSG00000048949","Gm6206",2199
"1322988","ENSMUSG00000048960","Prex2",16609
"1323152","ENSMUSG00000048965","Mrgpre",3761
"1323162","ENSMUSG00000048967","Yjefn3",880
"1323197","ENSMUSG00000048970","C1galt1c1",1449
"1323207","ENSMUSG00000048978","Nrsn1",2798
"1323243","ENSMUSG00000048981","Krt31",1581
"1323263","ENSMUSG00000048982","Gphb5",1612
"1323275","ENSMUSG00000048988","Elfn1",4172
"1323288","ENSMUSG00000048992","Prss32",1836
"1323335","ENSMUSG00000048994","H2al3",553
"1323343","ENSMUSG00000048996","Olfr1366",3205
"1323376","ENSMUSG00000048997","Atxn7l2",4946
"1323509","ENSMUSG00000049001","Ndnf",10114
"1323526","ENSMUSG00000049008","BB014433",1780
"1323550","ENSMUSG00000049010","Olfr982",5576
"1323558","ENSMUSG00000049011","Olfr729",4285
"1323595","ENSMUSG00000049013","Prss48",949
"1323612","ENSMUSG00000049015","Olfr1467",3671
"1323629","ENSMUSG00000049018","Olfr368",1200
"1323647","ENSMUSG00000049028","Olfr873",5068
"1323683","ENSMUSG00000049036","Tmem121",1574
"1323693","ENSMUSG00000049037","Clec4a1",1558
"1323711","ENSMUSG00000049038","Mterf2",1752
"1323750","ENSMUSG00000049041","Olfr398",5348
"1323780","ENSMUSG00000049044","Rapgef4",6677
"1324032","ENSMUSG00000049047","Armcx3",3540
"1324078","ENSMUSG00000049052","Olfr812",1855
"1324108","ENSMUSG00000049057","Olfr1257",2761
"1324127","ENSMUSG00000049062","Gm9244",2129
"1324131","ENSMUSG00000049073","Olfr985",1879
"1324148","ENSMUSG00000049076","Acap2",7183
"1324415","ENSMUSG00000049086","Bmyc",983
"1324423","ENSMUSG00000049090","Zadh2",3540
"1324442","ENSMUSG00000049091","Sephs2",2177
"1324451","ENSMUSG00000049092","Gpr137c",8776
"1324522","ENSMUSG00000049093","Il23r",2488
"1324550","ENSMUSG00000049094","Olfr367-ps",1103
"1324559","ENSMUSG00000049097","Ankrd34a",2583
"1324569","ENSMUSG00000049098","Olfr147",5356
"1324587","ENSMUSG00000049100","Pcdh10",15888
"1324646","ENSMUSG00000049103","Ccr2",6760
"1324687","ENSMUSG00000049106","Dcaf5",5942
"1324719","ENSMUSG00000049107","Ntf3",1714
"1324749","ENSMUSG00000049109","Themis",11682
"1324842","ENSMUSG00000049112","Oxtr",4790
"1324861","ENSMUSG00000049115","Agtr1a",2786
"1324915","ENSMUSG00000049119","Fam110b",8164
"1324976","ENSMUSG00000049122","Frmd3",6065
"1325048","ENSMUSG00000049123","Catsperg2",7030
"1325367","ENSMUSG00000049124","Gm8186",231
"1325370","ENSMUSG00000049128","Ivl",1922
"1325380","ENSMUSG00000049130","C5ar1",2570
"1325410","ENSMUSG00000049133","Flg2",20803
"1325430","ENSMUSG00000049134","Nrap",5507
"1325901","ENSMUSG00000049148","Plcxd3",5042
"1325917","ENSMUSG00000049149","Olfr1258",7098
"1325945","ENSMUSG00000049152","Ugt3a2",3102
"1325970","ENSMUSG00000049154","Fam183b",567
"1326019","ENSMUSG00000049160","Tex50",1192
"1326040","ENSMUSG00000049164","Zfp518a",6840
"1326072","ENSMUSG00000049168","Olfr449",2024
"1326109","ENSMUSG00000049173","Myoz3",3436
"1326129","ENSMUSG00000049176","Frmpd4",9680
"1326405","ENSMUSG00000049184","Purg",1975
"1326421","ENSMUSG00000049191","Rtl5",4761
"1326450","ENSMUSG00000049202","4930515G13Rik",492
"1326455","ENSMUSG00000049214","Skint7",3989
"1326509","ENSMUSG00000049217","Olfr788",4747
"1326524","ENSMUSG00000049225","Pdp1",4507
"1326585","ENSMUSG00000049229","Olfr844",1686
"1326599","ENSMUSG00000049230","Gm9833",1830
"1326609","ENSMUSG00000049231","Gm12497",237
"1326612","ENSMUSG00000049232","Tigd2",3007
"1326622","ENSMUSG00000049233","Apoo-ps",586
"1326625","ENSMUSG00000049235","Gm7324",2046
"1326640","ENSMUSG00000049241","Hcar1",3285
"1326648","ENSMUSG00000049246","Hspe1-ps2",312
"1326651","ENSMUSG00000049249","Gm5316",3096
"1326656","ENSMUSG00000049252","Lrp1b",23774
"1327115","ENSMUSG00000049265","Kcnk3",3976
"1327128","ENSMUSG00000049280","Olfr509",3547
"1327167","ENSMUSG00000049281","Scn3b",5461
"1327273","ENSMUSG00000049285","Mblac1",1308
"1327281","ENSMUSG00000049287","Iba57",4885
"1327309","ENSMUSG00000049288","Lix1l",3620
"1327331","ENSMUSG00000049291","Prss38",1243
"1327347","ENSMUSG00000049295","Zfp219",4519
"1327482","ENSMUSG00000049299","Trappc1",1112
"1327539","ENSMUSG00000049300","Prmt6",4197
"1327565","ENSMUSG00000049303","Syt12",5539
"1327599","ENSMUSG00000049305","Ccdc71",3267
"1327625","ENSMUSG00000049307","Fut4",4074
"1327633","ENSMUSG00000049313","Sorl1",11321
"1327748","ENSMUSG00000049314","Fbxw13",1513
"1327814","ENSMUSG00000049315","Olfr348",3637
"1327847","ENSMUSG00000049321","Zfp2",4019
"1327916","ENSMUSG00000049323","Smcr8",8078
"1327933","ENSMUSG00000049327","Kmt5a",5307
"1328060","ENSMUSG00000049334","Olfr902",2113
"1328077","ENSMUSG00000049336","Tenm2",11474
"1328307","ENSMUSG00000049339","Retreg2",2999
"1328428","ENSMUSG00000049349","Gm5105",1665
"1328442","ENSMUSG00000049350","Zg16",1257
"1328484","ENSMUSG00000049353","Rd3",5313
"1328520","ENSMUSG00000049354","Dcaf7",6133
"1328545","ENSMUSG00000049357","Brd8dc",2434
"1328582","ENSMUSG00000049362","Olfr173",2867
"1328599","ENSMUSG00000049372","Olfr1183",8353
"1328627","ENSMUSG00000049382","Krt8",1958
"1328651","ENSMUSG00000049387","Cox7b2",542
"1328663","ENSMUSG00000049396","Gemin4",3734
"1328676","ENSMUSG00000049401","Ogfr",2580
"1328703","ENSMUSG00000049404","Rarres1",1325
"1328721","ENSMUSG00000049409","Prokr1",4230
"1328753","ENSMUSG00000049410","Zfp683",1471
"1328769","ENSMUSG00000049411","Tmem241",4514
"1328988","ENSMUSG00000049414","Gm5417",438
"1328991","ENSMUSG00000049420","Tmem200a",6677
"1329041","ENSMUSG00000049421","Zfp260",5790
"1329085","ENSMUSG00000049422","Chchd10",1575
"1329117","ENSMUSG00000049427","Gm9837",731
"1329120","ENSMUSG00000049436","Upk1b",2089
"1329145","ENSMUSG00000049439","Cyp20a1",2286
"1329215","ENSMUSG00000049456","Olfr1404",3686
"1329243","ENSMUSG00000049460","Gm8396",823
"1329246","ENSMUSG00000049470","Aff4",13450
"1329344","ENSMUSG00000049476","1700104B16Rik",722
"1329351","ENSMUSG00000049477","Gm8508",363
"1329354","ENSMUSG00000049482","Ctu2",5164
"1329504","ENSMUSG00000049488","Tmem67",7744
"1329721","ENSMUSG00000049489","Ccnq",1224
"1329729","ENSMUSG00000049491","Slc36a3",2358
"1329797","ENSMUSG00000049493","Pls1",3890
"1329852","ENSMUSG00000049498","Olfr1449",1304
"1329892","ENSMUSG00000049502","Dtx3l",5725
