"","gene_id","gene_name","gene_length"
"2387832","ENSG00000173198","CYSLTR1",5567
"2387856","ENSG00000173200","PARP15",5481
"2387968","ENSG00000173207","CKS1B",2340
"2388015","ENSG00000173208","ABCD2",6290
"2388041","ENSG00000173209","AHSA2P",9083
"2388134","ENSG00000173210","ABLIM3",7225
"2388486","ENSG00000173212","MAB21L3",6632
"2388551","ENSG00000173213","TUBB8B",2917
"2388581","ENSG00000173214","MFSD4B",18075
"2388736","ENSG00000173218","VANGL1",9045
"2388827","ENSG00000173221","GLRX",6229
"2388889","ENSG00000173226","IQCB1",3051
"2389039","ENSG00000173227","SYT12",11041
"2389132","ENSG00000173230","GOLGB1",33764
"2390533","ENSG00000173231","TERF1P1",1181
"2390536","ENSG00000173237","C11orf86",1195
"2390555","ENSG00000173239","LIPM",1511
"2390601","ENSG00000173250","GPR151",3047
"2390609","ENSG00000173253","DMRT2",3560
"2390715","ENSG00000173258","ZNF483",16723
"2390776","ENSG00000173261","PLAC8L1",1937
"2390803","ENSG00000173262","SLC2A14",5575
"2391182","ENSG00000173264","GPR137",4042
"2391417","ENSG00000173267","SNCG",1264
"2391458","ENSG00000173269","MMRN2",5086
"2391538","ENSG00000173272","MZT2A",4068
"2391578","ENSG00000173273","TNKS",14188
"2391790","ENSG00000173275","ZNF449",5591
"2391815","ENSG00000173276","ZBTB21",8062
"2391895","ENSG00000173281","PPP1R3B",5738
"2391914","ENSG00000173285","OR10K1",3936
"2391954","ENSG00000173295","FAM86B3P",894
"2391963","ENSG00000173302","GPR148",1267
"2391971","ENSG00000173320","STOX2",11365
"2392016","ENSG00000173327","MAP3K11",10563
"2392148","ENSG00000173334","TRIB1",4099
"2392183","ENSG00000173335","CST9",1633
"2392193","ENSG00000173338","KCNK7",1582
"2392254","ENSG00000173349","SFT2D3",3746
"2392262","ENSG00000173357",NA,1159
"2392272","ENSG00000173366",NA,3804
"2392295","ENSG00000173369","C1QB",2327
"2392437","ENSG00000173372","C1QA",2640
"2392566","ENSG00000173376","NDNF",3573
"2392606","ENSG00000173389","IQCF1",763
"2392635","ENSG00000173391","OLR1",3057
"2392767","ENSG00000173401","GLIPR1L1",1353
"2392807","ENSG00000173402","DAG1",7187
"2393014","ENSG00000173404","INSM1",2846
"2393022","ENSG00000173406","DAB1",7551
"2393246","ENSG00000173409","ARV1",2125
"2393333","ENSG00000173418","NAA20",2182
"2393407","ENSG00000173421","IHO1",4334
"2393493","ENSG00000173431","RNASE8",634
"2393501","ENSG00000173432","SAA1",1062
"2393567","ENSG00000173436","MICOS10",5480
"2393645","ENSG00000173442","EHBP1L1",6733
"2393780","ENSG00000173451","THAP2",5240
"2393819","ENSG00000173452","TMEM196",4274
"2393874","ENSG00000173456","RNF26",2783
"2393882","ENSG00000173457","PPP1R14B",1658
"2393920","ENSG00000173464","RNASE11",2518
"2394019","ENSG00000173465","ZNRD2",1978
"2394091","ENSG00000173467","AGR3",1153
"2394149","ENSG00000173473","SMARCC1",7624
"2394283","ENSG00000173480","ZNF417",5276
"2394359","ENSG00000173482","PTPRM",9900
"2394732","ENSG00000173486","FKBP2",1390
"2394805","ENSG00000173511","VEGFB",1970
"2394855","ENSG00000173517","PEAK1",24184
"2394984","ENSG00000173530","TNFRSF10D",3535
"2395008","ENSG00000173531","MST1",5084
"2395178","ENSG00000173535","TNFRSF10C",1545
"2395211","ENSG00000173540","GMPPB",6675
"2395376","ENSG00000173542","MOB1B",8801
"2395439","ENSG00000173545","ZNF622",1707
"2395457","ENSG00000173546","CSPG4",8290
"2395483","ENSG00000173548","SNX33",8002
"2395502","ENSG00000173557","FAM166C",2504
"2395545","ENSG00000173559","NABP1",17426
"2395810","ENSG00000173567","ADGRF3",5761
"2396022","ENSG00000173572","NLRP13",3580
"2396078","ENSG00000173575","CHD2",21410
"2396906","ENSG00000173578","XCR1",5697
"2396944","ENSG00000173581","CCDC106",2709
"2397057","ENSG00000173585","CCR9",4376
"2397103","ENSG00000173588","CEP83",6919
"2397295","ENSG00000173597","SULT1B1",7259
"2397345","ENSG00000173598","NUDT4",10078
"2397451","ENSG00000173599","PC",7302
"2398025","ENSG00000173610","UGT2A1",3919
"2398112","ENSG00000173611","SCAI",13036
"2398274","ENSG00000173612","GPRC6A",2908
"2398324","ENSG00000173614","NMNAT1",4610
"2398382","ENSG00000173621","LRFN4",3087
"2398406","ENSG00000173626","TRAPPC3L",2831
"2398444","ENSG00000173627","APOBEC4",2782
"2398457","ENSG00000173638","SLC19A1",11235
"2398598","ENSG00000173641","HSPB7",3193
"2398668","ENSG00000173653","RCE1",3001
"2398772","ENSG00000173660","UQCRH",1341
"2398820","ENSG00000173662","TAS1R1",2764
"2398871","ENSG00000173673","HES3",710
"2398898","ENSG00000173674","EIF1AX",4414
"2398935","ENSG00000173678","SPDYE2B",3305
"2398993","ENSG00000173679","OR1L1",1083
"2399004","ENSG00000173681","BCLAF3",8784
"2399122","ENSG00000173692","PSMD1",15795
"2400359","ENSG00000173698","ADGRG2",10157
"2400962","ENSG00000173699","SPATA3",3612
"2401087","ENSG00000173702","MUC13",3499
"2401145","ENSG00000173705","SUSD5",4602
"2401170","ENSG00000173706","HEG1",9956
"2401265","ENSG00000173714","WFIKKN2",3800
"2401284","ENSG00000173715","C11orf80",3953
"2401662","ENSG00000173726","TOMM20",3438
"2401688","ENSG00000173727","FAUP4",208
"2401692","ENSG00000173728","C1orf100",1151
"2401731","ENSG00000173744","AGFG1",9324
"2401920","ENSG00000173757","STAT5B",12110
"2402779","ENSG00000173762","CD7",2741
"2402849","ENSG00000173769","TOPAZ1",5334
"2402895","ENSG00000173786","CNP",7413
"2402977","ENSG00000173801","JUP",4942
"2403169","ENSG00000173805","HAP1",6223
"2403299","ENSG00000173809","TDRD12",7026
"2403572","ENSG00000173810","PPIAP7",489
"2403575","ENSG00000173811","CCDC13-AS1",2370
"2403589","ENSG00000173812","EIF1",3623
"2403641","ENSG00000173818","ENDOV",7253
"2404045","ENSG00000173821","RNF213",28592
"2404502","ENSG00000173825","TIGD3",2028
"2404512","ENSG00000173826","KCNH6",4211
"2404693","ENSG00000173838","MARCHF10",4920
"2404848","ENSG00000173846","PLK3",3327
"2404926","ENSG00000173848","NET1",4762
"2405004","ENSG00000173852","DPY19L1",13303
"2405315","ENSG00000173862",NA,1058
"2405319","ENSG00000173867",NA,3272
"2405350","ENSG00000173868","PHOSPHO1",2392
"2405420","ENSG00000173875","ZNF791",6642
"2405486","ENSG00000173889","PHC3",16919
"2405738","ENSG00000173890","GPR160",4381
"2405810","ENSG00000173894","CBX2",5671
"2405843","ENSG00000173898","SPTBN2",12609
"2406341","ENSG00000173905","GOLIM4",4584
"2406418","ENSG00000173908","KRT28",1692
"2406440","ENSG00000173914","RBM4B",4291
"2406513","ENSG00000173915","ATP5MK",924
"2406587","ENSG00000173917","HOXB2",2456
"2406603","ENSG00000173918","C1QTNF1",4755
"2406740","ENSG00000173926","MARCHF3",4929
"2406776","ENSG00000173928","SWSAP1",1703
"2406795","ENSG00000173930","SLCO4C1",5069
"2406827","ENSG00000173933","RBM4",6538
"2406957","ENSG00000173947","PIFO",3949
"2407000","ENSG00000173950","XXYLT1",5396
"2407097","ENSG00000173954","SNURFL",343
"2407100","ENSG00000173960","UBXN2A",6838
"2407153","ENSG00000173966","COMMD5P1",675
"2407156","ENSG00000173976","RAX2",2421
"2407179","ENSG00000173988","LRRC63",7043
"2407439","ENSG00000173991","TCAP",960
"2407460","ENSG00000173992","CCS",2142
"2407561","ENSG00000174004","NRROS",2902
"2407576","ENSG00000174007","CEP19",2158
"2407597","ENSG00000174010","KLHL15",6771
"2407672","ENSG00000174013","FBXO45",5976
"2407695","ENSG00000174015","CBY2",2116
"2407734","ENSG00000174016","TENT5D",3223
"2407761","ENSG00000174021","GNG5",5026
"2407803","ENSG00000174028","FAM3C2P",681
"2407807","ENSG00000174032","SLC25A30",6794
"2407940","ENSG00000174038","C9orf131",3825
"2408000","ENSG00000174059","CD34",9219
"2408065","ENSG00000174080","CTSF",4249
"2408882","ENSG00000174099","MSRB3",7405
"2409136","ENSG00000174106","LEMD3",5578
"2409186","ENSG00000174109","C16orf91",1005
"2409198","ENSG00000174123","TLR10",4218
"2409275","ENSG00000174125","TLR1",4537
"2409354","ENSG00000174130","TLR6",6851
"2409375","ENSG00000174132","FAM174A",1347
"2409394","ENSG00000174136","RGMB",6643
"2409441","ENSG00000174137","FAM53A",4244
"2409512","ENSG00000174145","NWD2",7800
"2409532","ENSG00000174151","CYB561D1",5690
"2409634","ENSG00000174156","GSTA3",915
"2409682","ENSG00000174165","ZDHHC24",6535
"2409728","ENSG00000174171",NA,6752
"2409778","ENSG00000174173","TRMT10C",1882
"2409795","ENSG00000174175","SELP",3490
"2409994","ENSG00000174177","CTU2",3522
"2410181","ENSG00000174197","MGA",20074
"2410514","ENSG00000174206","KICS2",6002
"2410555","ENSG00000174225","ARL13A",1537
"2410622","ENSG00000174226","SNX31",3142
"2410732","ENSG00000174227","PIGG",10899
"2411021","ENSG00000174231","PRPF8",11497
"2411717","ENSG00000174233","ADCY6",8462
"2411904","ENSG00000174236","REP15",1150
"2411912","ENSG00000174238","PITPNA",4752
"2412095","ENSG00000174243","DDX23",7376
"2412438","ENSG00000174255","ZNF80",2948
"2412455","ENSG00000174276","ZNHIT2",1299
"2412470","ENSG00000174279","EVX2",4252
"2412482","ENSG00000174282","ZBTB4",6132
"2412509","ENSG00000174292","TNK1",3860
"2412646","ENSG00000174306","ZHX3",11680
"2412852","ENSG00000174307","PHLDA3",3243
"2412880","ENSG00000174325","DIRC1",1037
"2412884","ENSG00000174326","SLC16A11",2306
"2412929","ENSG00000174327","SLC16A13",2143
"2412945","ENSG00000174332","GLIS1",3173
"2412998","ENSG00000174339","OR2Y1",936
"2413004","ENSG00000174343","CHRNA9",3164
"2413027","ENSG00000174348","PODN",4899
"2413183","ENSG00000174353","STAG3L3",1067
"2413193","ENSG00000174358","SLC6A19",5270
"2413250","ENSG00000174365","SNHG11",4525
"2413531","ENSG00000174370","KCNJ5-AS1",3759
"2413542","ENSG00000174371","EXO1",4137
"2413732","ENSG00000174373","RALGAPA1",14255
"2414435","ENSG00000174384","PMS2P6",710
"2414443","ENSG00000174403","CRMA",3788
"2414475","ENSG00000174405","LIG4",7126
"2414686","ENSG00000174407","MIR1-1HG",1231
"2414809","ENSG00000174408","PPIAP24",471
"2414812","ENSG00000174417","TRHR",3695
"2414833","ENSG00000174418","RPL35P9",350
"2414836","ENSG00000174428","GTF2IRD2B",6560
"2415024","ENSG00000174429","ABRA",2754
"2415034","ENSG00000174437","ATP2A2",13745
"2415250","ENSG00000174442","ZWILCH",4851
"2415523","ENSG00000174444","RPL4",5609
"2415673","ENSG00000174446","SNAPC5",2476
"2415764","ENSG00000174448","STARD6",2110
"2415875","ENSG00000174450","GOLGA6L2",3499
"2415916","ENSG00000174453","VWC2L",5258
"2415944","ENSG00000174456","C12orf76",5333
"2416003","ENSG00000174460","ZCCHC12",2197
"2416017","ENSG00000174469","CNTNAP2",16377
"2416272","ENSG00000174473","GALNTL6",9242
"2416373","ENSG00000174482","LINGO2",15486
"2416522","ENSG00000174483","BBS1",6131
"2416943","ENSG00000174485","DENND4A",10623
"2417236","ENSG00000174495","PPIAP80",490
"2417239","ENSG00000174498","IGDCC3",5514
"2417320","ENSG00000174500","GCSAM",3750
"2417435","ENSG00000174501","ANKRD36C",10048
"2417969","ENSG00000174502","SLC26A9",5628
"2418138","ENSG00000174514","MFSD4A",5790
"2418282","ENSG00000174516","PELI3",3926
"2418416","ENSG00000174521","TTC9B",2327
"2418430","ENSG00000174527","MYO1H",4803
"2418536","ENSG00000174529","TMEM81",1332
"2418544","ENSG00000174547","MRPL11",2539
"2418622","ENSG00000174562","KLK15",3117
"2418741","ENSG00000174564","IL20RB",2443
"2418816","ENSG00000174567","GOLT1A",1029
"2418835","ENSG00000174572","RPL10P2",670
"2418838","ENSG00000174574","AKIRIN1",2688
"2418891","ENSG00000174576","NPAS4",3428
"2418948","ENSG00000174579","MSL2",5781
"2419018","ENSG00000174586","ZNF497",3897
"2419050","ENSG00000174599","TRAM1L1",2023
"2419058","ENSG00000174600","CMKLR1",5666
"2419123","ENSG00000174606","ANGEL2",7317
"2419210","ENSG00000174607","UGT8",4385
"2419252","ENSG00000174611","KY",9001
"2419352","ENSG00000174628","IQCK",4993
"2419563","ENSG00000174640","SLCO2A1",5127
"2419686","ENSG00000174652","ZNF266",5431
"2419850","ENSG00000174667","OR7D4",4986
"2419876","ENSG00000174669","SLC29A2",2720
"2420082","ENSG00000174672","BRSK2",6903
"2420522","ENSG00000174677","VN1R6P",907
"2420525","ENSG00000174678","FAM47DP",3290
"2420529","ENSG00000174680","GRIK1-AS1",4605
"2420559","ENSG00000174684","B4GAT1",2007
"2420569","ENSG00000174695","TMEM167A",4865
"2420604","ENSG00000174697","LEP",3427
"2420616","ENSG00000174705","SH3PXD2B",8244
"2420724","ENSG00000174715","PPIAP72",504
"2420728","ENSG00000174718","RESF1",6646
"2420786","ENSG00000174720","LARP7",8094
"2421625","ENSG00000174721","FGFBP3",2553
"2421635","ENSG00000174738","NR1D2",5793
"2421697","ENSG00000174740","PABPC5",3450
"2421716","ENSG00000174744","BRMS1",2514
"2421854","ENSG00000174748","RPL15",7141
"2422035","ENSG00000174749","FAM241A",8844
"2422045","ENSG00000174775","HRAS",2431
"2422175","ENSG00000174776","WDR49",3891
"2422420","ENSG00000174780","SRP72",6145
"2422565","ENSG00000174788","PCP2",770
"2422592","ENSG00000174791","RIN1",5377
"2422704","ENSG00000174792","ODAPH",2040
"2422753","ENSG00000174796","THAP6",7127
"2422911","ENSG00000174799","CEP135",11029
"2423032","ENSG00000174804","FZD4",7387
"2423042","ENSG00000174807","CD248",2551
"2423050","ENSG00000174808","BTC",2653
"2423079","ENSG00000174827","PDZK1",2480
"2423177","ENSG00000174837","ADGRE1",3707
"2423424","ENSG00000174839","DENND6A",5115
"2423509","ENSG00000174840","PDE12",8953
"2423530","ENSG00000174842","GLMN",2910
"2423662","ENSG00000174844","DNAH12",13275
"2424076","ENSG00000174851","YIF1A",2345
"2424210","ENSG00000174871","CNIH2",2078
"2424285","ENSG00000174876","AMY1B",2035
"2424354","ENSG00000174885","NLRP6",3194
"2424398","ENSG00000174886","NDUFA11",4839
"2424454","ENSG00000174891","RSRC1",17897
"2424934","ENSG00000174898","CATSPERD",2781
"2425000","ENSG00000174899","SLC66A1L",3342
"2425042","ENSG00000174903","RAB1B",1950
"2425075","ENSG00000174912","METTL15P1",1045
"2425078","ENSG00000174914","OR9G1",3611
"2425088","ENSG00000174915","PTDSS2",6114
"2425204","ENSG00000174917","MICOS13",1474
"2425265","ENSG00000174928","C3orf33",2061
"2425343","ENSG00000174930","VN2R1P",1743
"2425350","ENSG00000174937","OR5M3",1400
"2425360","ENSG00000174938","SEZ6L2",4113
"2425589","ENSG00000174939","ASPHD1",2312
"2425666","ENSG00000174943","KCTD13",6458
"2425796","ENSG00000174944","P2RY14",2890
"2425830","ENSG00000174945","AMZ1",10165
"2425904","ENSG00000174946","GPR171",1810
"2425928","ENSG00000174948","GPR149",5527
"2425942","ENSG00000174950","CD164L2",1994
"2425979","ENSG00000174951","FUT1",4343
"2426014","ENSG00000174953","DHX36",10552
"2426278","ENSG00000174957","OR5J2",939
"2426284","ENSG00000174963","ZIC4",8517
"2426431","ENSG00000174970","OR10AG1",2814
"2426448","ENSG00000174977","PAIP1P2",1348
"2426451","ENSG00000174982","OR4S2",2211
"2426461","ENSG00000174989","FBXW8",5209
"2426546","ENSG00000174990","CA5A",2067
"2426628","ENSG00000174992","ZG16",3116
"2426642","ENSG00000174996","KLC2",5479
"2426928","ENSG00000175003","SLC22A1",2286
"2427059","ENSG00000175018","TEX36",1327
"2427097","ENSG00000175029","CTBP2",11099
"2427300","ENSG00000175040","CHST2",4142
"2427310","ENSG00000175048","ZDHHC14",11132
"2427417","ENSG00000175054","ATR",27234
"2427943","ENSG00000175061","SNHG29",8947
"2428317","ENSG00000175063","UBE2C",1286
"2428432","ENSG00000175065","DSG4",4696
"2428505","ENSG00000175066","GK5",12143
"2428703","ENSG00000175073","VCPIP1",9956
"2428715","ENSG00000175077","RTP1",2214
"2428725","ENSG00000175084","DES",2489
"2428776","ENSG00000175087","PDIK1L",4560
"2428821","ENSG00000175093","SPSB4",3795
"2428849","ENSG00000175097","RAG2",3502
"2428899","ENSG00000175104","TRAF6",8129
"2428945","ENSG00000175105","ZNF654",6800
"2428982","ENSG00000175106","TVP23C",6752
"2429136","ENSG00000175110","MRPS22",16385
"2429507","ENSG00000175115","PACS1",9587
"2429714","ENSG00000175121","WFDC5",1046
"2429741","ENSG00000175130","MARCKSL1",1546
"2429751","ENSG00000175137","SH3BP5L",5724
"2429787","ENSG00000175143","OR2T1",2104
"2429797","ENSG00000175147","TMEM51-AS1",11973
"2429827","ENSG00000175155","YPEL2",8701
"2429879","ENSG00000175161","CADM2",9982
"2429959","ENSG00000175164","ABO",7353
"2430033","ENSG00000175166","PSMD2",4960
"2430287","ENSG00000175170","FAM182B",6836
"2430389","ENSG00000175175","PPM1E",6560
"2430409","ENSG00000175182","FAM131A",8925
"2430557","ENSG00000175183","CSRP2",5842
"2430636","ENSG00000175189","INHBC",3202
"2430646","ENSG00000175193","PARL",2268
"2430879","ENSG00000175197","DDIT3",1307
"2430953","ENSG00000175198","PCCA",7288
"2431396","ENSG00000175202","HIGD2B",1134
"2431408","ENSG00000175203","DCTN2",9995
"2431980","ENSG00000175206","NPPA",1120
"2432003","ENSG00000175213","ZNF408",2866
"2432032","ENSG00000175215","CTDSP2",5432
"2432140","ENSG00000175216","CKAP5",8538
"2432502","ENSG00000175220","ARHGAP1",6142
"2432597","ENSG00000175221","MED16",4222
"2432853","ENSG00000175224","ATG13",7001
"2433366","ENSG00000175229","GAL3ST3",3649
"2433390","ENSG00000175262","C1orf127",3612
"2433478","ENSG00000175264","CHST1",4666
"2433499","ENSG00000175265","GOLGA8A",7312
"2433644","ENSG00000175267","VWA3A",5037
"2433888","ENSG00000175274","TP53I11",7345
"2434213","ENSG00000175279","CENPS",1748
"2434261","ENSG00000175283","DOLK",2074
"2434269","ENSG00000175287","PHYHD1",2844
"2434528","ENSG00000175294","CATSPER1",2649
"2434565","ENSG00000175302","ANKRD30BP1",2186
"2434585","ENSG00000175305","CCNE2",4397
"2434732","ENSG00000175309","PHYKPL",8439
"2434968","ENSG00000175311","ANKS4B",4323
"2434978","ENSG00000175315","CST6",592
"2434990","ENSG00000175318","GRAMD2A",4990
"2435128","ENSG00000175319","NF1P5",448
"2435134","ENSG00000175322","ZNF519",15787
"2435219","ENSG00000175324","LSM1",1676
"2435269","ENSG00000175325","PROP1",1464
"2435281","ENSG00000175329","ISX",3384
"2435310","ENSG00000175334","BANF1",1496
"2435373","ENSG00000175336","APOF",1750
"2435383","ENSG00000175344","CHRNA7",21248
"2435958","ENSG00000175348","TMEM9B",2825
"2436026","ENSG00000175352","NRIP3",5138
"2436125","ENSG00000175354","PTPN2",8718
"2436444","ENSG00000175356","SCUBE2",8014
"2436699","ENSG00000175376","EIF1AD",3327
"2436854","ENSG00000175387","SMAD2",36426
"2437054","ENSG00000175390","EIF3F",15136
"2437268","ENSG00000175395","ZNF25",4257
"2437302","ENSG00000175398","OR10P1",942
"2437307","ENSG00000175414","ARL10",11440
"2437338","ENSG00000175416","CLTB",1963
"2437414","ENSG00000175426","PCSK1",5357
"2437503","ENSG00000175445","LPL",4131
"2437593","ENSG00000175449","RFESD",5004
"2437678","ENSG00000175455","CCDC14",11454
"2437998","ENSG00000175463","TBC1D10C",5033
"2438114","ENSG00000175467","SART1",4593
"2438206","ENSG00000175470","PPP2R2D",7392
"2438327","ENSG00000175471","MCTP1",12659
"2438744","ENSG00000175482","POLD4",3054
"2438840","ENSG00000175485","OR52W1",963
"2438845","ENSG00000175489","LRRC25",2427
"2438866","ENSG00000175497","DPP10",10033
"2439194","ENSG00000175505","CLCF1",1836
"2439217","ENSG00000175509","ACRP1",698
"2439221","ENSG00000175513","TSGA10IP",2030
"2439291","ENSG00000175514","GPR152",1429
"2439299","ENSG00000175518","UBQLNL",2429
"2439316","ENSG00000175520","UBQLN3",2413
"2439333","ENSG00000175535","PNLIP",1539
"2439369","ENSG00000175536","LIPT2",2371
"2439391","ENSG00000175538","KCNE3",3599
"2439456","ENSG00000175544","CABP4",5218
"2439518","ENSG00000175548","ALG10B",11258
"2439555","ENSG00000175550","DRAP1",1722
"2439661","ENSG00000175556","LONRF3",4041
"2439806","ENSG00000175564","UCP3",3338
"2439853","ENSG00000175567","UCP2",2768
"2439956","ENSG00000175573","C11orf68",1704
"2439982","ENSG00000175575","PAAF1",7922
"2440291","ENSG00000175581","MRPL48",3830
"2440531","ENSG00000175582","RAB6A",4896
"2440685","ENSG00000175591","P2RY2",8953
"2440719","ENSG00000175592","FOSL1",1887
"2440775","ENSG00000175595","ERCC4",15850
"2440989","ENSG00000175600","SUGCT",2829
"2441164","ENSG00000175602","CCDC85B",963
"2441172","ENSG00000175604",NA,1974
"2441176","ENSG00000175606","TMEM70",2982
"2441228","ENSG00000175611","ERCC6L2-AS1",6687
"2441284","ENSG00000175619","OR4B1",930
"2441290","ENSG00000175634","RPS6KB2",5815
"2441475","ENSG00000175643","RMI2",3611
"2441530","ENSG00000175646","PRM1",399
"2441540","ENSG00000175658","DRD5P2",2012
"2441544","ENSG00000175662","TOM1L2",7863
"2441836","ENSG00000175664","TEX26",1705
"2441877","ENSG00000175676","GOLGA8DP",1959
"2441898","ENSG00000175691","ZNF77",2437
"2441915","ENSG00000175697","GPR156",6186
"2441981","ENSG00000175699","CCDC197",2705
"2442074","ENSG00000175701","MTLN",2051
"2442118","ENSG00000175707","KDF1",1855
"2442132","ENSG00000175711","B3GNTL1",8004
"2442272","ENSG00000175718","RBMXL3",3459
"2442280","ENSG00000175727","MLXIP",13868
"2442412","ENSG00000175728","LINC02873",3547
"2442417","ENSG00000175730","BAK1P1",636
"2442420","ENSG00000175741","RWDD4P2",563
"2442423","ENSG00000175745","NR2F1",4382
"2442494","ENSG00000175746","LINC02915",3080
"2442504","ENSG00000175749","EIF3KP1",656
"2442507","ENSG00000175756","AURKAIP1",1381
"2442564","ENSG00000175764","TTLL11",10852
"2442678","ENSG00000175766","EIF4E1B",3509
"2442798","ENSG00000175768","TOMM5",3606
"2442846","ENSG00000175772","LINC01106",3057
"2442861","ENSG00000175773","ZBTB44-DT",2950
"2442896","ENSG00000175779","LINC02694",8723
"2442943","ENSG00000175782","SLC35E3",23252
"2443005","ENSG00000175785","PRIMA1",3896
"2443066","ENSG00000175787","ZNF169",5674
"2443125","ENSG00000175792","RUVBL1",6998
"2443227","ENSG00000175793","SFN",1308
"2443235","ENSG00000175800","OR52B3P",928
"2443238","ENSG00000175806","MSRA",4138
"2443370","ENSG00000175809","CBLL2",1549
"2443378","ENSG00000175820","CCDC168",21470
"2443392","ENSG00000175826","CTDNEP1",2636
"2443593","ENSG00000175832","ETV4",3515
"2443817","ENSG00000175841","FAM172BP",1089
"2443820","ENSG00000175854","SWI5",2773
"2443930","ENSG00000175857","GAPT",3273
"2443996","ENSG00000175866","BAIAP2",10294
"2444507","ENSG00000175868","CALCB",3938
"2444563","ENSG00000175874","CREG2",7059
"2444585","ENSG00000175877","TMEM270",974
"2444610","ENSG00000175879","HOXD8",2629
"2444653","ENSG00000175886","RPL7AP66",801
"2444656","ENSG00000175893","ZDHHC21",9387
"2444688","ENSG00000175894","TSPEAR",4462
"2444761","ENSG00000175895","PLEKHF2",3643
"2444822","ENSG00000175899","A2M",6318
"2444989","ENSG00000175906","ARL4D",1578
"2444999","ENSG00000175920","DOK7",4036
"2445086","ENSG00000175928","LRRN1",6401
"2445103","ENSG00000175931","UBE2O",6413
"2445206","ENSG00000175938","ORAI3",2641
"2445247","ENSG00000175946","KLHL38",3283
"2445272","ENSG00000175967","LINC02880",2261
"2445282","ENSG00000175970","UNC119B",5172
"2445305","ENSG00000175984","DENND2C",7413
"2445465","ENSG00000175985","PLEKHD1",8097
"2445500","ENSG00000176007","FAM220BP",816
"2445503","ENSG00000176009","ASCL3",627
"2445513","ENSG00000176014","TUBB6",3941
"2445670","ENSG00000176018","LYSMD3",4459
"2445719","ENSG00000176020","AMIGO3",2856
"2445727","ENSG00000176022","B3GALT6",2805
"2445735","ENSG00000176024","ZNF613",3853
"2445813","ENSG00000176029","C11orf16",2607
"2445880","ENSG00000176040","TMPRSS7",3157
"2446046","ENSG00000176043","RPL36P3",319
"2446049","ENSG00000176046","NUPR1",5508
"2446085","ENSG00000176049","JAKMIP2",9203
"2446286","ENSG00000176054","RPL23P2",421
"2446289","ENSG00000176055","MBLAC2",5673
"2446306","ENSG00000176058","TPRN",5281
"2446336","ENSG00000176076","KCNE5",1473
"2446344","ENSG00000176083","ZNF683",2379
"2446466","ENSG00000176087","SLC35A4",4030
"2446509","ENSG00000176092","CRYBG2",6895
"2446664","ENSG00000176095","IP6K1",5200
"2446759","ENSG00000176101","SSNA1",1170
"2446788","ENSG00000176102","CSTF3",4513
"2446946","ENSG00000176105","YES1",5100
"2447043","ENSG00000176108","CHMP6",2118
"2447116","ENSG00000176115","AQP7P4",1042
"2447125","ENSG00000176124","DLEU1",24037
"2447361","ENSG00000176125","UFSP1",995
"2447376","ENSG00000176134",NA,324
"2447380","ENSG00000176136","MC5R",1906
"2447397","ENSG00000176142","TMEM39A",5867
"2447536","ENSG00000176148","TCP11L1",5370
"2447719","ENSG00000176153","GPX2",1340
"2447761","ENSG00000176155","CCDC57",12950
"2448095","ENSG00000176160","HSF5",4118
"2448113","ENSG00000176165","FOXG1",4673
"2448130","ENSG00000176170","SPHK1",4416
"2448266","ENSG00000176171","BNIP3",4050
"2448319","ENSG00000176177","ENTHD1",3068
"2448342","ENSG00000176182","MYPOP",1896
"2448354","ENSG00000176183",NA,1089
"2448357","ENSG00000176194","CIDEA",1810
"2448401","ENSG00000176198","OR11H4",1657
"2448418","ENSG00000176200","OR4D11",936
"2448424","ENSG00000176204","LRRTM4",5444
"2448492","ENSG00000176208","ATAD5",7079
"2448591","ENSG00000176209","SMIM19",4071
"2448678","ENSG00000176219","OR11H6",993
"2448684","ENSG00000176222","ZNF404",2477
"2448707","ENSG00000176225","RTTN",19358
"2449615","ENSG00000176230","OR4K17",5068
"2449636","ENSG00000176231","OR10H4",1537
"2449653","ENSG00000176232",NA,199
"2449657","ENSG00000176236","RPP38-DT",1714
"2449661","ENSG00000176239","OR51B6",939
"2449667","ENSG00000176243","CDV3P1",739
"2449670","ENSG00000176244","ACBD7",3546
"2449689","ENSG00000176246","OR4L1",939
"2449695","ENSG00000176248","ANAPC2",5458
"2449754","ENSG00000176253","OR4K13",5980
"2449773","ENSG00000176256","HMGB4",2561
"2449810","ENSG00000176261","ZBTB8OS",3531
"2450006","ENSG00000176268","CYCSP34",304
"2450009","ENSG00000176269","OR4F21",939
"2450015","ENSG00000176273","SLC35G1",6829
"2450088","ENSG00000176281","OR4K5",972
"2450093","ENSG00000176289","IDSP1",376
"2450097","ENSG00000176290","OR4K3",947
"2450102","ENSG00000176293","ZNF135",6418
"2450189","ENSG00000176294","OR4N2",3699
"2450226","ENSG00000176299","OR4M1",3545
"2450250","ENSG00000176302","FOXR1",1228
"2450294","ENSG00000176312","OR4H12P",907
"2450297","ENSG00000176318","FOXN3P1",1480
"2450300","ENSG00000176320",NA,1999
"2450304","ENSG00000176340","COX8A",494
"2450314","ENSG00000176343","RPL37AP8",276
"2450317","ENSG00000176349",NA,4764
"2450324","ENSG00000176358","TAC4",1062
"2450397","ENSG00000176371","ZSCAN2",4878
"2450548","ENSG00000176378","PFN1P10",327
